timestamp, power.draw [W], clocks.current.sm [MHz]
2023/11/15 12:20:59.496, 328.01 W, 1470 MHz
2023/11/15 12:20:59.500, 328.01 W, 1470 MHz
2023/11/15 12:20:59.509, 328.01 W, 1470 MHz
2023/11/15 12:20:59.511, 328.01 W, 1470 MHz
2023/11/15 12:20:59.513, 328.01 W, 1470 MHz
2023/11/15 12:20:59.515, 328.01 W, 1470 MHz
2023/11/15 12:20:59.517, 328.01 W, 1485 MHz
2023/11/15 12:20:59.522, 328.01 W, 1485 MHz
2023/11/15 12:20:59.523, 328.01 W, 1485 MHz
2023/11/15 12:20:59.525, 328.01 W, 1485 MHz
2023/11/15 12:20:59.527, 328.01 W, 1485 MHz
2023/11/15 12:20:59.528, 328.01 W, 1485 MHz
2023/11/15 12:20:59.530, 328.01 W, 1485 MHz
2023/11/15 12:20:59.532, 328.01 W, 1485 MHz
2023/11/15 12:20:59.534, 328.01 W, 1485 MHz
2023/11/15 12:20:59.535, 328.01 W, 1485 MHz
2023/11/15 12:20:59.537, 328.01 W, 1485 MHz
2023/11/15 12:20:59.540, 328.01 W, 1485 MHz
2023/11/15 12:20:59.541, 328.01 W, 1485 MHz
2023/11/15 12:20:59.543, 328.01 W, 1485 MHz
2023/11/15 12:20:59.545, 328.01 W, 1485 MHz
2023/11/15 12:20:59.547, 328.01 W, 1485 MHz
2023/11/15 12:20:59.549, 328.01 W, 1485 MHz
2023/11/15 12:20:59.550, 328.01 W, 1485 MHz
2023/11/15 12:20:59.552, 328.01 W, 1485 MHz
2023/11/15 12:20:59.554, 328.01 W, 1485 MHz
2023/11/15 12:20:59.556, 328.01 W, 1485 MHz
2023/11/15 12:20:59.558, 328.01 W, 1500 MHz
2023/11/15 12:20:59.563, 328.01 W, 1500 MHz
2023/11/15 12:20:59.564, 328.01 W, 1500 MHz
2023/11/15 12:20:59.566, 328.01 W, 1500 MHz
2023/11/15 12:20:59.568, 328.01 W, 1500 MHz
2023/11/15 12:20:59.569, 328.01 W, 1500 MHz
2023/11/15 12:20:59.571, 328.01 W, 1500 MHz
2023/11/15 12:20:59.573, 328.01 W, 1485 MHz
2023/11/15 12:20:59.580, 328.01 W, 1485 MHz
2023/11/15 12:20:59.582, 328.01 W, 1485 MHz
2023/11/15 12:20:59.584, 328.01 W, 1485 MHz
2023/11/15 12:20:59.586, 328.01 W, 1485 MHz
2023/11/15 12:20:59.587, 328.01 W, 1485 MHz
2023/11/15 12:20:59.589, 328.01 W, 1485 MHz
2023/11/15 12:20:59.591, 327.38 W, 1485 MHz
2023/11/15 12:20:59.593, 327.38 W, 1485 MHz
2023/11/15 12:20:59.595, 327.38 W, 1485 MHz
2023/11/15 12:20:59.597, 327.38 W, 1485 MHz
2023/11/15 12:20:59.601, 327.38 W, 1485 MHz
2023/11/15 12:20:59.604, 327.38 W, 1485 MHz
2023/11/15 12:20:59.606, 327.38 W, 1485 MHz
2023/11/15 12:20:59.608, 327.38 W, 1485 MHz
2023/11/15 12:20:59.610, 327.38 W, 1485 MHz
2023/11/15 12:20:59.611, 327.38 W, 1485 MHz
2023/11/15 12:20:59.613, 327.38 W, 1485 MHz
2023/11/15 12:20:59.615, 327.38 W, 1485 MHz
2023/11/15 12:20:59.617, 327.38 W, 1485 MHz
2023/11/15 12:20:59.619, 327.38 W, 1485 MHz
2023/11/15 12:20:59.621, 327.38 W, 1485 MHz
2023/11/15 12:20:59.622, 327.38 W, 1485 MHz
2023/11/15 12:20:59.624, 327.38 W, 1485 MHz
2023/11/15 12:20:59.626, 327.38 W, 1485 MHz
2023/11/15 12:20:59.628, 327.38 W, 1485 MHz
2023/11/15 12:20:59.630, 327.38 W, 1485 MHz
2023/11/15 12:20:59.631, 327.38 W, 1485 MHz
2023/11/15 12:20:59.633, 327.38 W, 1485 MHz
2023/11/15 12:20:59.635, 327.38 W, 1485 MHz
2023/11/15 12:20:59.637, 327.38 W, 1485 MHz
2023/11/15 12:20:59.639, 327.38 W, 1485 MHz
2023/11/15 12:20:59.641, 327.38 W, 1485 MHz
2023/11/15 12:20:59.643, 327.38 W, 1485 MHz
2023/11/15 12:20:59.644, 327.38 W, 1485 MHz
2023/11/15 12:20:59.646, 327.38 W, 1485 MHz
2023/11/15 12:20:59.648, 327.38 W, 1485 MHz
2023/11/15 12:20:59.650, 327.38 W, 1485 MHz
2023/11/15 12:20:59.652, 327.38 W, 1485 MHz
2023/11/15 12:20:59.654, 327.38 W, 1485 MHz
2023/11/15 12:20:59.656, 327.38 W, 1485 MHz
2023/11/15 12:20:59.658, 327.38 W, 1485 MHz
2023/11/15 12:20:59.660, 327.38 W, 1485 MHz
2023/11/15 12:20:59.662, 327.38 W, 1485 MHz
2023/11/15 12:20:59.663, 327.38 W, 1485 MHz
2023/11/15 12:20:59.665, 327.38 W, 1485 MHz
2023/11/15 12:20:59.667, 327.38 W, 1485 MHz
2023/11/15 12:20:59.668, 327.38 W, 1485 MHz
2023/11/15 12:20:59.670, 327.38 W, 1485 MHz
2023/11/15 12:20:59.672, 327.38 W, 1485 MHz
2023/11/15 12:20:59.674, 327.38 W, 1485 MHz
2023/11/15 12:20:59.676, 327.38 W, 1485 MHz
2023/11/15 12:20:59.678, 327.38 W, 1485 MHz
2023/11/15 12:20:59.681, 327.38 W, 1485 MHz
2023/11/15 12:20:59.683, 327.38 W, 1485 MHz
2023/11/15 12:20:59.684, 327.38 W, 1485 MHz
2023/11/15 12:20:59.686, 327.38 W, 1485 MHz
2023/11/15 12:20:59.688, 327.38 W, 1485 MHz
2023/11/15 12:20:59.690, 327.38 W, 1485 MHz
2023/11/15 12:20:59.692, 327.58 W, 1485 MHz
2023/11/15 12:20:59.693, 327.58 W, 1485 MHz
2023/11/15 12:20:59.696, 327.58 W, 1485 MHz
2023/11/15 12:20:59.698, 327.58 W, 1485 MHz
2023/11/15 12:20:59.701, 327.58 W, 1485 MHz
2023/11/15 12:20:59.705, 327.58 W, 1485 MHz
2023/11/15 12:20:59.707, 327.58 W, 1485 MHz
2023/11/15 12:20:59.709, 327.58 W, 1485 MHz
2023/11/15 12:20:59.711, 327.58 W, 1485 MHz
2023/11/15 12:20:59.712, 327.58 W, 1485 MHz
2023/11/15 12:20:59.718, 327.58 W, 1455 MHz
2023/11/15 12:20:59.721, 327.58 W, 1455 MHz
2023/11/15 12:20:59.723, 327.58 W, 1455 MHz
2023/11/15 12:20:59.725, 327.58 W, 1455 MHz
2023/11/15 12:20:59.726, 327.58 W, 1455 MHz
2023/11/15 12:20:59.728, 327.58 W, 1455 MHz
2023/11/15 12:20:59.730, 327.58 W, 1455 MHz
2023/11/15 12:20:59.732, 327.58 W, 1455 MHz
2023/11/15 12:20:59.733, 327.58 W, 1455 MHz
2023/11/15 12:20:59.735, 327.58 W, 1455 MHz
2023/11/15 12:20:59.737, 327.58 W, 1470 MHz
2023/11/15 12:20:59.742, 327.58 W, 1470 MHz
2023/11/15 12:20:59.744, 327.58 W, 1470 MHz
2023/11/15 12:20:59.745, 327.58 W, 1470 MHz
2023/11/15 12:20:59.747, 327.58 W, 1470 MHz
2023/11/15 12:20:59.749, 327.58 W, 1470 MHz
2023/11/15 12:20:59.751, 327.58 W, 1470 MHz
2023/11/15 12:20:59.753, 327.58 W, 1470 MHz
2023/11/15 12:20:59.755, 327.58 W, 1470 MHz
2023/11/15 12:20:59.757, 327.58 W, 1470 MHz
2023/11/15 12:20:59.759, 327.58 W, 1470 MHz
2023/11/15 12:20:59.761, 327.58 W, 1470 MHz
2023/11/15 12:20:59.762, 327.58 W, 1470 MHz
2023/11/15 12:20:59.764, 327.58 W, 1470 MHz
2023/11/15 12:20:59.766, 327.58 W, 1470 MHz
2023/11/15 12:20:59.768, 327.58 W, 1470 MHz
2023/11/15 12:20:59.769, 327.58 W, 1470 MHz
2023/11/15 12:20:59.771, 327.58 W, 1470 MHz
2023/11/15 12:20:59.773, 327.58 W, 1470 MHz
2023/11/15 12:20:59.775, 327.58 W, 1470 MHz
2023/11/15 12:20:59.777, 327.58 W, 1485 MHz
2023/11/15 12:20:59.782, 327.58 W, 1485 MHz
2023/11/15 12:20:59.783, 327.58 W, 1485 MHz
2023/11/15 12:20:59.785, 327.58 W, 1485 MHz
2023/11/15 12:20:59.787, 327.58 W, 1485 MHz
2023/11/15 12:20:59.788, 327.58 W, 1485 MHz
2023/11/15 12:20:59.790, 327.58 W, 1485 MHz
2023/11/15 12:20:59.792, 327.49 W, 1485 MHz
2023/11/15 12:20:59.794, 327.49 W, 1485 MHz
2023/11/15 12:20:59.796, 327.49 W, 1485 MHz
2023/11/15 12:20:59.798, 327.49 W, 1485 MHz
2023/11/15 12:20:59.802, 327.49 W, 1485 MHz
2023/11/15 12:20:59.806, 327.49 W, 1485 MHz
2023/11/15 12:20:59.808, 327.49 W, 1485 MHz
2023/11/15 12:20:59.810, 327.49 W, 1485 MHz
2023/11/15 12:20:59.812, 327.49 W, 1485 MHz
2023/11/15 12:20:59.813, 327.49 W, 1485 MHz
2023/11/15 12:20:59.815, 327.49 W, 1485 MHz
2023/11/15 12:20:59.817, 327.49 W, 1485 MHz
2023/11/15 12:20:59.819, 327.49 W, 1485 MHz
2023/11/15 12:20:59.821, 327.49 W, 1485 MHz
2023/11/15 12:20:59.823, 327.49 W, 1485 MHz
2023/11/15 12:20:59.824, 327.49 W, 1485 MHz
2023/11/15 12:20:59.826, 327.49 W, 1485 MHz
2023/11/15 12:20:59.828, 327.49 W, 1485 MHz
2023/11/15 12:20:59.830, 327.49 W, 1485 MHz
2023/11/15 12:20:59.832, 327.49 W, 1485 MHz
2023/11/15 12:20:59.834, 327.49 W, 1485 MHz
2023/11/15 12:20:59.836, 327.49 W, 1485 MHz
2023/11/15 12:20:59.838, 327.49 W, 1485 MHz
2023/11/15 12:20:59.839, 327.49 W, 1485 MHz
2023/11/15 12:20:59.841, 327.49 W, 1485 MHz
2023/11/15 12:20:59.843, 327.49 W, 1485 MHz
2023/11/15 12:20:59.845, 327.49 W, 1485 MHz
2023/11/15 12:20:59.846, 327.49 W, 1485 MHz
2023/11/15 12:20:59.848, 327.49 W, 1485 MHz
2023/11/15 12:20:59.850, 327.49 W, 1485 MHz
2023/11/15 12:20:59.852, 327.49 W, 1485 MHz
2023/11/15 12:20:59.858, 327.49 W, 1485 MHz
2023/11/15 12:20:59.860, 327.49 W, 1485 MHz
2023/11/15 12:20:59.862, 327.49 W, 1485 MHz
2023/11/15 12:20:59.863, 327.49 W, 1485 MHz
2023/11/15 12:20:59.865, 327.49 W, 1485 MHz
2023/11/15 12:20:59.867, 327.49 W, 1485 MHz
2023/11/15 12:20:59.869, 327.49 W, 1485 MHz
2023/11/15 12:20:59.870, 327.49 W, 1485 MHz
2023/11/15 12:20:59.872, 327.49 W, 1485 MHz
2023/11/15 12:20:59.874, 327.49 W, 1485 MHz
2023/11/15 12:20:59.876, 327.49 W, 1485 MHz
2023/11/15 12:20:59.878, 327.49 W, 1485 MHz
2023/11/15 12:20:59.881, 327.49 W, 1485 MHz
2023/11/15 12:20:59.883, 327.49 W, 1485 MHz
2023/11/15 12:20:59.885, 327.49 W, 1485 MHz
2023/11/15 12:20:59.887, 327.49 W, 1485 MHz
2023/11/15 12:20:59.888, 327.49 W, 1485 MHz
2023/11/15 12:20:59.890, 327.49 W, 1485 MHz
2023/11/15 12:20:59.892, 327.27 W, 1485 MHz
2023/11/15 12:20:59.894, 327.27 W, 1485 MHz
2023/11/15 12:20:59.896, 327.27 W, 1485 MHz
2023/11/15 12:20:59.899, 327.27 W, 1485 MHz
2023/11/15 12:20:59.901, 327.27 W, 1485 MHz
2023/11/15 12:20:59.905, 327.27 W, 1485 MHz
2023/11/15 12:20:59.907, 327.27 W, 1500 MHz
2023/11/15 12:20:59.913, 327.27 W, 1500 MHz
2023/11/15 12:20:59.914, 327.27 W, 1500 MHz
2023/11/15 12:20:59.916, 327.27 W, 1500 MHz
2023/11/15 12:20:59.919, 327.27 W, 1485 MHz
2023/11/15 12:20:59.922, 327.27 W, 1485 MHz
2023/11/15 12:20:59.923, 327.27 W, 1485 MHz
2023/11/15 12:20:59.925, 327.27 W, 1485 MHz
2023/11/15 12:20:59.927, 327.27 W, 1485 MHz
2023/11/15 12:20:59.929, 327.27 W, 1485 MHz
2023/11/15 12:20:59.930, 327.27 W, 1485 MHz
2023/11/15 12:20:59.932, 327.27 W, 1485 MHz
2023/11/15 12:20:59.934, 327.27 W, 1485 MHz
2023/11/15 12:20:59.936, 327.27 W, 1485 MHz
2023/11/15 12:20:59.938, 327.27 W, 1485 MHz
2023/11/15 12:20:59.940, 327.27 W, 1485 MHz
2023/11/15 12:20:59.941, 327.27 W, 1485 MHz
2023/11/15 12:20:59.943, 327.27 W, 1485 MHz
2023/11/15 12:20:59.945, 327.27 W, 1485 MHz
2023/11/15 12:20:59.947, 327.27 W, 1485 MHz
2023/11/15 12:20:59.948, 327.27 W, 1485 MHz
2023/11/15 12:20:59.950, 327.27 W, 1485 MHz
2023/11/15 12:20:59.952, 327.27 W, 1485 MHz
2023/11/15 12:20:59.955, 327.27 W, 1485 MHz
2023/11/15 12:20:59.957, 327.27 W, 1500 MHz
2023/11/15 12:20:59.962, 327.27 W, 1500 MHz
2023/11/15 12:20:59.964, 327.27 W, 1500 MHz
2023/11/15 12:20:59.965, 327.27 W, 1500 MHz
2023/11/15 12:20:59.967, 327.27 W, 1500 MHz
2023/11/15 12:20:59.969, 327.27 W, 1500 MHz
2023/11/15 12:20:59.971, 327.27 W, 1500 MHz
2023/11/15 12:20:59.972, 327.27 W, 1500 MHz
2023/11/15 12:20:59.974, 327.27 W, 1500 MHz
2023/11/15 12:20:59.976, 327.27 W, 1500 MHz
2023/11/15 12:20:59.979, 327.27 W, 1485 MHz
2023/11/15 12:20:59.982, 327.27 W, 1485 MHz
2023/11/15 12:20:59.984, 327.27 W, 1485 MHz
2023/11/15 12:20:59.986, 327.27 W, 1485 MHz
2023/11/15 12:20:59.988, 327.27 W, 1485 MHz
2023/11/15 12:20:59.989, 327.27 W, 1485 MHz
2023/11/15 12:20:59.991, 327.73 W, 1485 MHz
2023/11/15 12:20:59.993, 327.73 W, 1485 MHz
2023/11/15 12:21:00.005, 327.73 W, 1485 MHz
2023/11/15 12:21:00.007, 327.73 W, 1485 MHz
2023/11/15 12:21:00.008, 327.73 W, 1485 MHz
2023/11/15 12:21:00.010, 327.73 W, 1485 MHz
2023/11/15 12:21:00.012, 327.73 W, 1485 MHz
2023/11/15 12:21:00.014, 327.73 W, 1485 MHz
2023/11/15 12:21:00.015, 327.73 W, 1485 MHz
2023/11/15 12:21:00.017, 327.73 W, 1470 MHz
2023/11/15 12:21:00.022, 327.73 W, 1470 MHz
2023/11/15 12:21:00.024, 327.73 W, 1470 MHz
2023/11/15 12:21:00.025, 327.73 W, 1470 MHz
2023/11/15 12:21:00.027, 327.73 W, 1470 MHz
2023/11/15 12:21:00.029, 327.73 W, 1470 MHz
2023/11/15 12:21:00.031, 327.73 W, 1470 MHz
2023/11/15 12:21:00.032, 327.73 W, 1470 MHz
2023/11/15 12:21:00.034, 327.73 W, 1470 MHz
2023/11/15 12:21:00.036, 327.73 W, 1470 MHz
2023/11/15 12:21:00.038, 327.73 W, 1470 MHz
2023/11/15 12:21:00.040, 327.73 W, 1470 MHz
2023/11/15 12:21:00.042, 327.73 W, 1470 MHz
2023/11/15 12:21:00.043, 327.73 W, 1470 MHz
2023/11/15 12:21:00.045, 327.73 W, 1470 MHz
2023/11/15 12:21:00.047, 327.73 W, 1470 MHz
2023/11/15 12:21:00.049, 327.73 W, 1470 MHz
2023/11/15 12:21:00.050, 327.73 W, 1470 MHz
2023/11/15 12:21:00.052, 327.73 W, 1470 MHz
2023/11/15 12:21:00.054, 327.73 W, 1470 MHz
2023/11/15 12:21:00.057, 327.73 W, 1470 MHz
2023/11/15 12:21:00.059, 327.73 W, 1470 MHz
2023/11/15 12:21:00.061, 327.73 W, 1470 MHz
2023/11/15 12:21:00.063, 327.73 W, 1470 MHz
2023/11/15 12:21:00.064, 327.73 W, 1470 MHz
2023/11/15 12:21:00.066, 327.73 W, 1470 MHz
2023/11/15 12:21:00.068, 327.73 W, 1470 MHz
2023/11/15 12:21:00.070, 327.73 W, 1470 MHz
2023/11/15 12:21:00.072, 327.73 W, 1470 MHz
2023/11/15 12:21:00.073, 327.73 W, 1470 MHz
2023/11/15 12:21:00.076, 327.73 W, 1470 MHz
2023/11/15 12:21:00.078, 327.73 W, 1470 MHz
2023/11/15 12:21:00.082, 327.73 W, 1470 MHz
2023/11/15 12:21:00.084, 327.73 W, 1470 MHz
2023/11/15 12:21:00.086, 327.73 W, 1470 MHz
2023/11/15 12:21:00.088, 327.73 W, 1470 MHz
2023/11/15 12:21:00.089, 327.73 W, 1470 MHz
2023/11/15 12:21:00.091, 327.75 W, 1470 MHz
2023/11/15 12:21:00.093, 327.75 W, 1470 MHz
2023/11/15 12:21:00.095, 327.75 W, 1470 MHz
2023/11/15 12:21:00.097, 327.75 W, 1470 MHz
2023/11/15 12:21:00.101, 327.75 W, 1470 MHz
2023/11/15 12:21:00.104, 327.75 W, 1470 MHz
2023/11/15 12:21:00.107, 327.75 W, 1470 MHz
2023/11/15 12:21:00.109, 327.75 W, 1470 MHz
2023/11/15 12:21:00.111, 327.75 W, 1470 MHz
2023/11/15 12:21:00.113, 327.75 W, 1470 MHz
2023/11/15 12:21:00.115, 327.75 W, 1470 MHz
2023/11/15 12:21:00.117, 327.75 W, 1470 MHz
2023/11/15 12:21:00.119, 327.75 W, 1485 MHz
2023/11/15 12:21:00.122, 327.75 W, 1485 MHz
2023/11/15 12:21:00.124, 327.75 W, 1485 MHz
2023/11/15 12:21:00.125, 327.75 W, 1485 MHz
2023/11/15 12:21:00.127, 327.75 W, 1485 MHz
2023/11/15 12:21:00.129, 327.75 W, 1485 MHz
2023/11/15 12:21:00.131, 327.75 W, 1485 MHz
2023/11/15 12:21:00.132, 327.75 W, 1485 MHz
2023/11/15 12:21:00.138, 327.75 W, 1485 MHz
2023/11/15 12:21:00.140, 327.75 W, 1485 MHz
2023/11/15 12:21:00.141, 327.75 W, 1485 MHz
2023/11/15 12:21:00.143, 327.75 W, 1485 MHz
2023/11/15 12:21:00.145, 327.75 W, 1485 MHz
2023/11/15 12:21:00.146, 327.75 W, 1485 MHz
2023/11/15 12:21:00.148, 327.75 W, 1485 MHz
2023/11/15 12:21:00.150, 327.75 W, 1485 MHz
2023/11/15 12:21:00.152, 327.75 W, 1485 MHz
2023/11/15 12:21:00.153, 327.75 W, 1485 MHz
2023/11/15 12:21:00.156, 327.75 W, 1485 MHz
2023/11/15 12:21:00.158, 327.75 W, 1485 MHz
2023/11/15 12:21:00.160, 327.75 W, 1485 MHz
2023/11/15 12:21:00.161, 327.75 W, 1485 MHz
2023/11/15 12:21:00.163, 327.75 W, 1485 MHz
2023/11/15 12:21:00.165, 327.75 W, 1485 MHz
2023/11/15 12:21:00.167, 327.75 W, 1485 MHz
2023/11/15 12:21:00.168, 327.75 W, 1485 MHz
2023/11/15 12:21:00.170, 327.75 W, 1485 MHz
2023/11/15 12:21:00.172, 327.75 W, 1485 MHz
2023/11/15 12:21:00.174, 327.75 W, 1485 MHz
2023/11/15 12:21:00.176, 327.75 W, 1485 MHz
2023/11/15 12:21:00.178, 327.75 W, 1455 MHz
2023/11/15 12:21:00.182, 327.75 W, 1455 MHz
2023/11/15 12:21:00.185, 327.75 W, 1455 MHz
2023/11/15 12:21:00.187, 327.75 W, 1455 MHz
2023/11/15 12:21:00.189, 327.75 W, 1455 MHz
2023/11/15 12:21:00.191, 327.61 W, 1455 MHz
2023/11/15 12:21:00.192, 327.61 W, 1455 MHz
2023/11/15 12:21:00.194, 327.61 W, 1455 MHz
2023/11/15 12:21:00.197, 327.61 W, 1455 MHz
2023/11/15 12:21:00.200, 327.61 W, 1455 MHz
2023/11/15 12:21:00.203, 327.61 W, 1455 MHz
2023/11/15 12:21:00.208, 327.61 W, 1470 MHz
2023/11/15 12:21:00.211, 327.61 W, 1470 MHz
2023/11/15 12:21:00.213, 327.61 W, 1470 MHz
2023/11/15 12:21:00.215, 327.61 W, 1470 MHz
2023/11/15 12:21:00.217, 327.61 W, 1470 MHz
2023/11/15 12:21:00.219, 327.61 W, 1470 MHz
2023/11/15 12:21:00.221, 327.61 W, 1470 MHz
2023/11/15 12:21:00.222, 327.61 W, 1470 MHz
2023/11/15 12:21:00.224, 327.61 W, 1470 MHz
2023/11/15 12:21:00.226, 327.61 W, 1470 MHz
2023/11/15 12:21:00.228, 327.61 W, 1470 MHz
2023/11/15 12:21:00.229, 327.61 W, 1470 MHz
2023/11/15 12:21:00.231, 327.61 W, 1470 MHz
2023/11/15 12:21:00.233, 327.61 W, 1470 MHz
2023/11/15 12:21:00.235, 327.61 W, 1470 MHz
2023/11/15 12:21:00.237, 327.61 W, 1470 MHz
2023/11/15 12:21:00.239, 327.61 W, 1470 MHz
2023/11/15 12:21:00.241, 327.61 W, 1470 MHz
2023/11/15 12:21:00.243, 327.61 W, 1470 MHz
2023/11/15 12:21:00.244, 327.61 W, 1470 MHz
2023/11/15 12:21:00.246, 327.61 W, 1470 MHz
2023/11/15 12:21:00.248, 327.61 W, 1470 MHz
2023/11/15 12:21:00.250, 327.61 W, 1470 MHz
2023/11/15 12:21:00.252, 327.61 W, 1470 MHz
2023/11/15 12:21:00.253, 327.61 W, 1470 MHz
2023/11/15 12:21:00.255, 327.61 W, 1470 MHz
2023/11/15 12:21:00.258, 327.61 W, 1485 MHz
2023/11/15 12:21:00.262, 327.61 W, 1485 MHz
2023/11/15 12:21:00.264, 327.61 W, 1485 MHz
2023/11/15 12:21:00.265, 327.61 W, 1485 MHz
2023/11/15 12:21:00.267, 327.61 W, 1485 MHz
2023/11/15 12:21:00.269, 327.61 W, 1485 MHz
2023/11/15 12:21:00.271, 327.61 W, 1485 MHz
2023/11/15 12:21:00.272, 327.61 W, 1485 MHz
2023/11/15 12:21:00.278, 327.61 W, 1485 MHz
2023/11/15 12:21:00.281, 327.61 W, 1485 MHz
2023/11/15 12:21:00.283, 327.61 W, 1485 MHz
2023/11/15 12:21:00.285, 327.61 W, 1485 MHz
2023/11/15 12:21:00.286, 327.61 W, 1485 MHz
2023/11/15 12:21:00.288, 327.61 W, 1485 MHz
2023/11/15 12:21:00.290, 327.61 W, 1485 MHz
2023/11/15 12:21:00.292, 327.26 W, 1485 MHz
2023/11/15 12:21:00.294, 327.26 W, 1485 MHz
2023/11/15 12:21:00.296, 327.26 W, 1485 MHz
2023/11/15 12:21:00.298, 327.26 W, 1485 MHz
2023/11/15 12:21:00.301, 327.26 W, 1485 MHz
2023/11/15 12:21:00.306, 327.26 W, 1485 MHz
2023/11/15 12:21:00.308, 327.26 W, 1485 MHz
2023/11/15 12:21:00.309, 327.26 W, 1485 MHz
2023/11/15 12:21:00.311, 327.26 W, 1485 MHz
2023/11/15 12:21:00.313, 327.26 W, 1485 MHz
2023/11/15 12:21:00.315, 327.26 W, 1485 MHz
2023/11/15 12:21:00.317, 327.26 W, 1485 MHz
2023/11/15 12:21:00.318, 327.26 W, 1485 MHz
2023/11/15 12:21:00.320, 327.26 W, 1485 MHz
2023/11/15 12:21:00.322, 327.26 W, 1485 MHz
2023/11/15 12:21:00.324, 327.26 W, 1485 MHz
2023/11/15 12:21:00.326, 327.26 W, 1485 MHz
2023/11/15 12:21:00.327, 327.26 W, 1485 MHz
2023/11/15 12:21:00.329, 327.26 W, 1485 MHz
2023/11/15 12:21:00.331, 327.26 W, 1485 MHz
2023/11/15 12:21:00.333, 327.26 W, 1485 MHz
2023/11/15 12:21:00.335, 327.26 W, 1485 MHz
2023/11/15 12:21:00.337, 327.26 W, 1485 MHz
2023/11/15 12:21:00.339, 327.26 W, 1485 MHz
2023/11/15 12:21:00.341, 327.26 W, 1485 MHz
2023/11/15 12:21:00.343, 327.26 W, 1485 MHz
2023/11/15 12:21:00.344, 327.26 W, 1485 MHz
2023/11/15 12:21:00.346, 327.26 W, 1485 MHz
2023/11/15 12:21:00.348, 327.26 W, 1485 MHz
2023/11/15 12:21:00.350, 327.26 W, 1485 MHz
2023/11/15 12:21:00.352, 327.26 W, 1485 MHz
2023/11/15 12:21:00.353, 327.26 W, 1485 MHz
2023/11/15 12:21:00.356, 327.26 W, 1485 MHz
2023/11/15 12:21:00.358, 327.26 W, 1485 MHz
2023/11/15 12:21:00.360, 327.26 W, 1485 MHz
2023/11/15 12:21:00.362, 327.26 W, 1485 MHz
2023/11/15 12:21:00.363, 327.26 W, 1485 MHz
2023/11/15 12:21:00.365, 327.26 W, 1485 MHz
2023/11/15 12:21:00.367, 327.26 W, 1485 MHz
2023/11/15 12:21:00.369, 327.26 W, 1485 MHz
2023/11/15 12:21:00.370, 327.26 W, 1485 MHz
2023/11/15 12:21:00.372, 327.26 W, 1485 MHz
2023/11/15 12:21:00.374, 327.26 W, 1485 MHz
2023/11/15 12:21:00.376, 327.26 W, 1485 MHz
2023/11/15 12:21:00.378, 327.26 W, 1485 MHz
2023/11/15 12:21:00.381, 327.26 W, 1485 MHz
2023/11/15 12:21:00.383, 327.26 W, 1485 MHz
2023/11/15 12:21:00.385, 327.26 W, 1485 MHz
2023/11/15 12:21:00.386, 327.26 W, 1485 MHz
2023/11/15 12:21:00.388, 327.26 W, 1485 MHz
2023/11/15 12:21:00.390, 327.26 W, 1485 MHz
2023/11/15 12:21:00.392, 326.32 W, 1485 MHz
2023/11/15 12:21:00.394, 326.32 W, 1485 MHz
2023/11/15 12:21:00.396, 326.32 W, 1485 MHz
2023/11/15 12:21:00.398, 326.32 W, 1485 MHz
2023/11/15 12:21:00.401, 326.32 W, 1485 MHz
2023/11/15 12:21:00.405, 326.32 W, 1485 MHz
2023/11/15 12:21:00.407, 326.32 W, 1485 MHz
2023/11/15 12:21:00.409, 326.32 W, 1485 MHz
2023/11/15 12:21:00.411, 326.32 W, 1485 MHz
2023/11/15 12:21:00.412, 326.32 W, 1485 MHz
2023/11/15 12:21:00.418, 326.32 W, 1485 MHz
2023/11/15 12:21:00.420, 326.32 W, 1485 MHz
2023/11/15 12:21:00.421, 326.32 W, 1485 MHz
2023/11/15 12:21:00.423, 326.32 W, 1485 MHz
2023/11/15 12:21:00.425, 326.32 W, 1485 MHz
2023/11/15 12:21:00.427, 326.32 W, 1485 MHz
2023/11/15 12:21:00.428, 326.32 W, 1485 MHz
2023/11/15 12:21:00.430, 326.32 W, 1485 MHz
2023/11/15 12:21:00.432, 326.32 W, 1485 MHz
2023/11/15 12:21:00.434, 326.32 W, 1485 MHz
2023/11/15 12:21:00.436, 326.32 W, 1485 MHz
2023/11/15 12:21:00.437, 326.32 W, 1485 MHz
2023/11/15 12:21:00.439, 326.32 W, 1485 MHz
2023/11/15 12:21:00.441, 326.32 W, 1485 MHz
2023/11/15 12:21:00.443, 326.32 W, 1485 MHz
2023/11/15 12:21:00.444, 326.32 W, 1485 MHz
2023/11/15 12:21:00.446, 326.32 W, 1485 MHz
2023/11/15 12:21:00.448, 326.32 W, 1485 MHz
2023/11/15 12:21:00.450, 326.32 W, 1485 MHz
2023/11/15 12:21:00.452, 326.32 W, 1485 MHz
2023/11/15 12:21:00.454, 326.32 W, 1485 MHz
2023/11/15 12:21:00.456, 326.32 W, 1485 MHz
2023/11/15 12:21:00.459, 326.32 W, 1485 MHz
2023/11/15 12:21:00.460, 326.32 W, 1485 MHz
2023/11/15 12:21:00.462, 326.32 W, 1485 MHz
2023/11/15 12:21:00.464, 326.32 W, 1485 MHz
2023/11/15 12:21:00.466, 326.32 W, 1485 MHz
2023/11/15 12:21:00.467, 326.32 W, 1485 MHz
2023/11/15 12:21:00.469, 326.32 W, 1485 MHz
